,year,rating,vote,runtime,kind_N,genre_N,country_N,language_N,director_N
5607,1998.0,7.7,Many,90.0,1,4,2,2,9
5608,1988.0,7.6,Few,99.0,1,6,8,1,9
5609,2000.0,8.7,None,102.0,7,6,8,1,9
5610,1993.0,8.1,Few,105.0,7,6,8,1,10
5611,1976.0,8.1,None,98.0,0,7,8,1,9
5612,2005.0,6.6,Many,86.0,7,2,8,1,9
5613,2003.0,4.3,None,105.0,1,0,3,0,9
5614,1987.0,7.1,Few,75.0,3,1,8,1,9
5615,2000.0,8.5,Few,170.0,0,4,7,1,9
5616,1988.0,6.1,Few,87.0,1,10,3,0,9
5617,2000.0,8.2,Many,112.0,1,0,4,4,9
5618,1988.0,6.9,Several,103.0,3,2,8,1,9
5619,2001.0,5.8,Few,94.0,1,7,8,1,9
5620,1978.0,7.5,Few,123.0,2,7,7,1,10
5622,2003.0,7.1,None,50.0,3,4,8,1,9
5623,2003.0,8.2,None,122.0,0,2,9,9,9
5624,1987.0,7.7,Many,10.0,1,7,7,1,9
5626,2002.0,5.8,None,119.0,7,6,8,1,9
5627,1995.0,9.2,None,92.0,7,9,8,1,10
5628,1988.0,8.5,Many,93.0,4,4,8,1,10
5629,1998.0,7.3,Many,94.0,1,0,4,4,9
5630,2003.0,7.4,Several,89.0,4,2,6,6,10
5632,1995.0,6.5,None,105.0,1,6,1,9,9
5634,2002.0,5.5,None,95.0,1,4,8,1,9
5635,2001.0,6.3,Few,84.0,1,6,8,1,9
5636,2000.0,4.8,Few,113.0,1,5,9,9,9
5637,2004.0,5.7,None,110.0,7,6,8,1,9
5639,2002.0,8.0,None,95.0,7,6,8,1,9
5640,2003.0,8.3,None,94.0,7,6,8,1,10
5641,2000.0,6.5,Several,101.0,7,2,6,6,9
5642,1970.0,7.5,Many,117.0,1,4,5,5,9
5643,1999.0,6.8,Few,110.0,1,7,7,1,9
5644,1999.0,5.9,Several,96.0,1,0,3,0,9
5645,1984.0,6.2,Many,90.0,1,0,8,1,9
5646,2002.0,7.0,Several,81.0,1,7,5,5,9
5647,1995.0,7.6,Many,92.0,1,7,9,1,9
5648,2002.0,6.6,Few,90.0,3,7,8,1,9
5649,1998.0,6.9,Several,93.0,1,7,2,2,9
5650,2002.0,6.2,Few,101.0,3,5,8,1,9
5651,1974.0,6.8,None,92.0,3,7,8,1,9
5652,1997.0,7.4,Many,91.0,1,2,6,6,9
5653,1977.0,6.3,Several,89.0,1,0,7,1,9
5655,2003.0,4.4,Several,109.0,1,4,8,1,9
5656,2004.0,7.8,Many,95.0,1,7,4,4,9
5657,2001.0,6.4,Few,96.0,7,4,8,1,10
5659,2003.0,6.5,Several,50.0,3,3,8,1,9
5660,2003.0,7.7,None,94.0,7,9,7,1,9
5661,1995.0,7.4,Several,98.0,0,0,7,1,7
5662,1994.0,5.2,Few,102.0,1,1,9,1,9
5663,1972.0,7.2,Several,50.0,1,3,7,1,9
5665,1984.0,6.7,Many,78.0,1,7,7,1,9
5666,1999.0,6.6,Many,114.0,1,0,9,9,9
5667,2000.0,3.8,Few,102.0,1,4,8,1,9
5668,1992.0,7.6,Several,106.0,3,7,7,1,9
5669,1997.0,5.7,Several,60.0,1,0,0,6,9
5670,1990.0,6.0,Many,118.0,1,0,8,1,9
5671,1962.0,4.2,None,105.0,1,7,9,1,9
5672,1993.0,7.1,Several,99.0,1,7,2,1,9
5673,1998.0,7.5,None,95.0,3,6,8,1,10
5674,2000.0,6.8,Many,60.0,1,4,9,9,9
5675,1997.0,6.7,Several,114.0,1,4,4,4,9
5676,1984.0,8.2,Few,90.0,4,4,0,1,10
5677,1946.0,6.8,Several,100.0,1,5,8,1,9
5679,1977.0,6.8,None,91.0,1,7,4,4,9
5680,2003.0,7.0,Many,60.0,1,5,6,6,6
5681,2001.0,7.0,None,69.0,7,6,8,1,9
5682,1995.0,6.6,None,240.0,3,5,7,1,9
5683,2002.0,8.2,None,191.0,7,6,7,1,9
5684,1996.0,5.2,Few,111.0,3,1,8,1,9
5685,1965.0,4.4,None,107.0,1,0,5,5,9
5686,2004.0,7.5,Many,99.0,1,0,9,7,9
5687,1992.0,3.7,Several,86.0,1,0,7,1,9
5688,2001.0,7.3,None,115.0,1,4,8,1,10
5689,2002.0,5.3,Few,109.0,3,0,9,1,9
5690,2003.0,7.2,Many,155.0,1,7,9,9,9
5691,2004.0,6.6,None,112.0,7,10,8,1,9
5692,2003.0,5.5,Few,91.0,1,0,9,9,9
5693,2002.0,2.9,Several,90.0,7,0,9,1,9
5694,2002.0,7.4,None,124.0,1,6,8,1,9
5695,2003.0,6.9,Several,100.0,1,7,2,2,9
5696,2000.0,6.6,Several,30.0,3,7,8,1,9
5697,1998.0,5.6,None,123.0,1,6,8,1,9
5698,1996.0,7.0,Few,106.0,1,2,6,6,9
5699,2004.0,6.9,None,110.0,3,10,1,1,9
5700,1985.0,6.2,Many,120.0,1,1,8,1,9
5701,2002.0,6.7,Several,99.0,1,7,9,9,9
5702,2002.0,8.5,Many,157.0,3,6,8,1,9
5703,2000.0,4.4,None,50.0,1,10,8,1,9
5704,1971.0,7.2,Few,99.0,1,7,4,4,9
5705,2001.0,7.1,None,290.0,1,6,8,1,9
5706,2002.0,7.1,Several,87.0,1,5,9,9,9
5707,2001.0,4.7,Few,104.0,1,4,4,4,9
5708,1998.0,6.1,None,97.0,1,7,1,9,9
5709,1999.0,7.9,Few,89.0,4,6,8,1,10
5710,2005.0,7.9,None,60.0,7,0,8,1,5
5711,2002.0,7.8,None,96.0,7,9,8,1,9
5712,1995.0,6.9,Several,93.0,1,1,6,6,9
5713,2001.0,7.4,None,147.0,0,6,8,1,9
5714,2000.0,6.7,Several,52.0,1,5,2,2,9
5715,1993.0,5.5,Few,100.0,1,5,3,0,9
5716,2000.0,6.2,Few,53.0,1,5,6,6,9
5717,2002.0,6.9,Several,98.0,1,7,9,3,9
5718,1985.0,7.6,None,46.0,7,6,6,1,10
5720,2003.0,8.6,None,86.0,7,9,8,1,9
5721,1999.0,3.4,Few,76.0,1,8,8,1,9
5722,1997.0,7.6,None,95.0,7,6,8,1,9
5723,2004.0,1.6,Few,87.0,7,8,1,1,9
5724,2005.0,8.5,None,92.0,7,9,7,1,9
5725,2001.0,5.0,Several,132.0,1,0,1,1,9
5726,1996.0,7.9,None,90.0,3,6,8,1,9
5727,1997.0,6.9,Few,90.0,3,7,2,2,9
5728,1986.0,8.5,Many,97.0,4,2,6,6,10
5729,2001.0,6.3,Few,111.0,4,2,8,1,10
5730,1999.0,8.1,Many,90.0,1,0,4,4,9
5731,2002.0,7.6,Few,136.0,0,2,8,1,9
5732,1997.0,5.5,None,98.0,7,6,8,1,10
5733,2002.0,4.8,Few,41.0,1,0,8,1,9
5734,2003.0,7.7,None,117.0,1,6,8,1,9
5735,1989.0,6.8,Several,89.0,1,0,4,4,9
5736,1963.0,8.1,Many,102.0,1,7,9,9,9
5737,2003.0,7.0,Several,83.0,3,2,8,1,9
5738,1949.0,7.9,Many,111.0,1,5,6,6,0
5739,2003.0,6.2,Several,116.0,1,7,8,1,9
5740,2000.0,7.0,Many,85.0,3,7,8,1,9
5741,1994.0,7.6,None,70.0,2,5,7,1,10
5742,1997.0,6.9,Few,107.0,4,2,3,0,10
5743,1998.0,3.8,None,86.0,0,6,8,1,9
5744,2002.0,5.7,None,102.0,7,9,8,1,9
5745,1971.0,6.9,Several,125.0,1,5,5,8,9
5746,2001.0,6.9,Few,96.0,1,7,9,9,9
5747,1985.0,7.8,Many,93.0,1,7,9,9,9
5748,2005.0,6.1,Few,100.0,1,7,4,4,9
5749,1994.0,6.1,Few,137.0,3,7,8,1,9
5750,1997.0,6.2,Many,90.0,1,0,4,4,9
5751,2000.0,7.7,Many,100.0,1,7,7,1,9
5752,1996.0,8.0,Many,116.0,1,6,8,1,9
5753,1991.0,7.0,None,75.0,1,6,9,1,9
5754,1980.0,5.8,None,72.0,1,0,3,0,9
5755,1997.0,6.5,None,96.0,1,6,9,1,9
5756,1989.0,6.6,Many,109.0,1,0,8,1,9
5757,1999.0,6.5,None,88.0,7,4,8,1,10
5758,2004.0,8.1,None,114.0,0,6,9,9,9
5760,1998.0,7.3,None,100.0,7,2,8,1,9
5761,2002.0,7.5,None,95.0,3,6,1,1,9
5762,1974.0,7.4,None,89.0,1,7,4,4,9
5764,1998.0,6.9,Few,90.0,1,0,3,0,9
5765,2001.0,7.7,Many,15.0,1,6,8,1,9
5766,1999.0,6.2,Few,86.0,1,7,7,1,9
5767,2003.0,8.4,None,81.0,7,9,7,1,9
5768,2004.0,7.1,None,121.0,7,6,8,1,10
5769,1963.0,6.3,Several,86.0,1,8,7,1,9
5770,1972.0,5.8,None,105.0,1,0,9,7,9
5771,1960.0,4.1,None,75.0,1,5,8,1,9
5774,1969.0,7.9,Many,165.0,4,2,8,1,10
5775,1998.0,7.8,Many,94.0,3,0,8,1,9
5776,2003.0,6.3,Many,120.0,1,4,8,1,9
5777,2002.0,3.4,Few,90.0,1,0,9,2,9
5778,2000.0,7.7,Many,74.0,1,6,2,2,9
5779,1967.0,7.1,Many,104.0,1,10,5,5,9
5780,2001.0,6.6,Few,172.0,1,4,8,1,9
5781,1984.0,7.3,Several,86.0,1,6,6,6,9
5782,1997.0,6.1,Many,108.0,2,7,8,1,10
5783,1973.0,8.4,Many,89.0,1,1,9,9,9
5784,2004.0,6.6,None,108.0,7,10,8,1,9
5786,2000.0,7.2,Many,100.0,1,3,0,1,9
5788,1996.0,7.4,Many,99.0,1,5,9,8,9
5789,1997.0,4.7,Several,20.0,1,4,8,1,9
5790,1980.0,4.9,None,92.0,4,4,8,1,10
5791,1985.0,6.5,Several,96.0,1,10,7,1,9
5792,1999.0,7.2,Several,129.0,3,0,8,1,9
5793,2000.0,7.0,Several,22.0,1,4,9,8,9
5794,2004.0,6.6,Many,97.0,1,4,7,1,9
5795,2000.0,5.2,Several,110.0,1,4,8,1,9
5796,2001.0,7.5,Many,100.0,1,7,2,2,9
5797,1947.0,7.5,Many,92.0,1,10,8,1,9
5798,2001.0,4.3,None,109.0,1,0,1,1,9
5799,1969.0,8.0,Many,97.0,1,3,8,1,9
5800,1958.0,7.9,Many,106.0,1,3,7,1,9
5801,1991.0,7.7,None,105.0,3,3,7,1,9
5802,1994.0,5.5,Many,96.0,1,4,8,1,9
5803,1984.0,5.7,Few,117.0,1,7,8,1,9
5804,1974.0,6.6,Few,107.0,1,0,6,6,9
5805,1999.0,8.3,Few,90.0,0,5,7,1,9
5807,2001.0,6.6,None,90.0,7,10,8,1,9
5808,1997.0,6.1,Several,89.0,1,0,4,4,9
5809,2001.0,4.3,Several,98.0,3,8,8,1,9
5810,1965.0,7.1,Many,960.0,1,7,2,2,9
5811,1987.0,6.5,None,86.0,1,6,7,1,9
5812,1999.0,6.9,Many,97.0,1,5,8,1,9
5813,1988.0,8.6,Several,116.0,4,6,8,1,10
5814,2004.0,7.0,Many,109.0,1,4,4,4,9
5815,1992.0,6.5,Several,100.0,1,7,2,1,9
5816,1971.0,7.1,Several,120.0,1,7,7,1,9
5817,2005.0,9.4,None,99.0,7,10,9,9,9
5818,1960.0,7.0,Many,145.0,1,4,8,1,9
5819,1973.0,7.4,Few,86.0,1,7,5,5,9
5820,1991.0,4.0,Several,95.0,1,7,8,1,9
5821,1971.0,5.9,Several,121.0,1,0,9,1,9
5823,2003.0,5.5,Few,105.0,1,5,1,1,9
5824,1977.0,7.8,Many,92.0,1,7,8,1,9
5825,2005.0,2.7,Few,30.0,7,8,8,1,9
5826,1993.0,8.1,Many,102.0,1,0,8,1,9
5828,2001.0,8.5,None,90.0,0,10,9,1,9
5829,2003.0,7.3,Several,146.0,1,3,8,1,9
5830,1997.0,6.1,Several,92.0,1,7,9,1,9
5831,2003.0,5.3,Many,44.0,1,4,8,1,9
5832,2005.0,5.8,None,110.0,1,2,8,1,9
5833,1978.0,6.8,Several,117.0,1,5,8,1,9
5835,1987.0,7.1,Several,147.0,3,2,8,1,9
5836,2004.0,8.2,None,87.0,7,6,1,9,2
5838,2003.0,5.6,Many,25.0,1,2,8,1,9
5839,1995.0,4.2,Many,89.0,1,8,8,1,9
5840,1992.0,5.8,Several,90.0,1,4,8,1,9
5841,1996.0,4.8,Few,89.0,1,7,8,1,9
5842,2001.0,6.9,Many,87.0,1,0,3,1,9
5843,1997.0,7.1,Few,83.0,3,4,8,1,9
5844,1958.0,4.4,Few,106.0,1,8,8,1,9
5845,2001.0,5.9,Several,108.0,1,7,8,1,9
5847,1975.0,8.1,Many,165.0,1,1,7,1,9
5848,1996.0,7.0,Several,99.0,1,4,7,1,9
5850,1949.0,6.2,Few,93.0,1,7,8,1,9
5851,1942.0,6.6,Few,96.0,1,7,8,1,9
5852,1987.0,7.7,Several,79.0,1,7,3,0,9
5853,1996.0,7.4,Many,100.0,1,7,8,1,9
5855,1985.0,5.3,Several,101.0,1,10,7,1,9
5856,1974.0,6.3,Several,105.0,1,4,7,1,9
5857,1993.0,8.3,None,105.0,2,6,8,1,10
5858,1999.0,5.8,Few,186.0,1,1,8,1,9
5859,1996.0,7.6,None,90.0,0,6,8,1,9
5860,2004.0,5.0,Few,102.0,1,6,8,1,9
5862,1970.0,6.1,Several,87.0,1,5,8,1,9
5863,1996.0,5.8,None,124.0,7,6,8,9,9
5864,1954.0,6.5,Several,89.0,1,1,7,1,9
5865,1983.0,4.6,Several,102.0,1,0,8,1,9
5866,1999.0,6.4,Many,73.0,1,4,8,1,9
5867,1975.0,8.2,Many,106.0,1,1,7,1,9
5869,2004.0,7.3,None,82.0,4,2,6,6,10
5870,1980.0,5.8,Several,30.0,1,0,3,1,9
5871,2003.0,5.8,Many,48.0,1,4,8,1,9
5872,1978.0,5.5,Many,88.0,1,1,8,1,9
5874,1998.0,6.6,Many,100.0,1,0,8,1,9
5875,2005.0,7.0,None,107.0,0,6,9,9,9
5876,1984.0,7.9,Few,179.0,4,0,8,1,10
5877,1996.0,6.6,Few,140.0,1,6,9,9,9
5878,1991.0,6.3,Several,97.0,1,1,8,1,9
5879,1945.0,8.0,Many,90.0,1,7,7,1,9
5880,1991.0,6.4,Few,73.0,3,10,7,1,9
5881,1998.0,5.1,Many,80.0,1,4,8,1,9
5882,1942.0,7.2,Several,128.0,1,4,8,1,9
5883,1950.0,6.7,Several,110.0,1,7,8,1,9
5884,1987.0,7.3,Many,92.0,1,4,8,1,9
5885,1999.0,6.1,Few,95.0,1,6,8,1,9
5886,2001.0,6.9,Many,90.0,1,7,9,8,9
5887,2001.0,7.1,Many,88.0,1,7,9,8,9
5888,2000.0,5.6,Many,92.0,1,0,8,1,9
5889,1995.0,6.6,Many,83.0,1,4,7,1,9
5890,1980.0,4.7,Several,149.0,1,4,8,1,9
5891,1978.0,8.2,Many,130.0,1,6,8,1,9
5893,2005.0,6.9,Few,85.0,3,7,8,1,9
5894,1985.0,6.7,Few,80.0,3,5,8,1,9
5895,1990.0,6.9,Several,107.0,1,3,2,1,9
5896,1983.0,7.3,Few,141.0,3,1,9,1,9
5898,1996.0,6.8,Many,81.0,1,0,8,1,9
5900,2000.0,3.9,Few,114.0,3,10,1,1,9
5901,1958.0,5.5,Few,125.0,1,8,8,1,9
5902,2001.0,7.0,Many,98.0,1,0,8,1,9
5903,1981.0,7.0,Many,103.0,1,7,7,1,9
5904,2000.0,6.3,Few,101.0,1,7,8,1,9
5905,2002.0,7.3,Many,117.0,1,0,8,1,9
5906,1998.0,5.3,Several,117.0,7,4,8,1,9
5907,1997.0,5.8,None,87.0,4,2,9,9,10
5908,1974.0,7.2,Few,101.0,1,4,7,1,9
5909,1952.0,7.3,Several,101.0,1,0,8,1,9
5910,2002.0,5.8,Few,83.0,3,3,1,1,9
5911,2003.0,3.4,Few,1335.0,3,4,8,1,9
5912,1980.0,8.1,Many,90.0,2,1,8,1,10
5914,1985.0,7.6,Few,106.0,1,6,8,1,9
5915,2004.0,7.3,None,90.0,0,5,7,1,9
5916,1943.0,7.8,Many,138.0,1,10,8,1,9
5917,1993.0,7.8,Few,110.0,0,4,8,1,9
5918,2004.0,7.3,Few,81.0,1,6,9,1,9
5919,1982.0,8.6,Several,99.0,2,7,7,1,10
5920,1997.0,4.7,Few,94.0,1,10,1,1,9
5922,1969.0,6.6,Several,30.0,1,4,9,3,9
5923,2004.0,7.2,Few,115.0,3,7,8,1,9
5924,2002.0,5.7,None,101.0,1,2,6,6,9
5925,2002.0,6.2,Many,98.0,1,5,8,1,9
5926,1965.0,6.6,Several,90.0,1,4,8,1,9
5927,1961.0,8.0,Many,85.0,1,7,5,5,9
5928,2001.0,6.0,Few,90.0,1,7,1,1,9
5929,1999.0,7.4,Few,91.0,3,7,8,1,9
5930,2004.0,7.9,Many,81.0,4,6,2,1,10
5932,1951.0,6.9,Several,93.0,1,5,7,1,9
5933,2005.0,4.5,Few,105.0,1,0,8,1,9
5934,2002.0,6.1,Several,45.0,1,2,6,6,9
5935,2003.0,8.1,Many,90.0,1,0,8,1,9
5936,1997.0,7.3,Few,51.0,1,0,4,4,9
5937,1966.0,7.3,Many,124.0,1,0,8,1,9
5938,1993.0,7.3,Many,109.0,1,3,8,1,9
5939,2001.0,4.8,Several,75.0,1,4,8,1,9
5940,1989.0,7.0,Many,88.0,1,4,8,1,9
5941,1990.0,6.6,Few,88.0,1,0,3,9,9
5942,1995.0,8.8,None,90.0,7,9,8,1,9
5943,2003.0,5.8,Several,103.0,1,2,6,6,9
5944,2003.0,5.3,Many,124.0,1,10,7,1,9
5945,2002.0,3.2,None,139.0,7,7,8,1,9
5946,1999.0,6.6,Few,88.0,1,4,9,8,9
5947,1971.0,7.0,Many,57.0,1,7,8,1,9
5949,1974.0,7.8,Many,91.0,1,3,9,3,8
5950,1998.0,7.3,Many,108.0,1,3,7,1,9
5951,2004.0,5.7,Many,77.0,1,4,8,1,9
5952,1998.0,5.7,Many,80.0,1,4,8,1,9
5953,1960.0,7.3,Several,69.0,1,4,9,1,9
5954,1996.0,6.4,Many,50.0,1,4,8,1,9
5955,1995.0,8.0,Many,104.0,1,10,8,1,9
5956,1954.0,7.6,Many,130.0,1,4,8,1,9
5957,1988.0,7.6,Many,160.0,1,4,8,1,9
5958,2003.0,6.7,None,343.0,4,2,6,6,10
5959,2004.0,6.2,None,100.0,4,4,9,9,10
5960,2005.0,6.3,Few,105.0,3,5,1,1,9
5961,2005.0,8.0,None,107.0,0,7,8,1,9
5962,1998.0,7.2,Several,95.0,1,7,9,7,9
5963,1968.0,6.2,Few,90.0,1,4,8,1,9
5964,1973.0,6.0,Several,142.0,1,0,8,1,9
5965,1992.0,8.0,Few,3.0,0,4,8,1,9
5966,1998.0,6.9,Few,30.0,2,7,8,1,10
5967,1973.0,6.5,Several,80.0,1,4,8,1,9
5968,1999.0,5.3,None,122.0,3,10,7,1,9
5970,2004.0,5.2,None,77.0,1,6,8,1,9
5971,1958.0,8.1,Several,107.0,4,10,8,1,10
5972,1986.0,7.2,Many,95.0,1,5,8,1,9
5973,1994.0,6.8,Many,114.0,1,7,8,1,9
5974,1983.0,8.1,Few,86.0,0,1,7,1,9
5975,1999.0,6.9,Many,93.0,1,7,8,1,9
5976,1983.0,8.0,None,91.0,1,6,7,1,9
5977,1999.0,6.5,Several,106.0,1,5,9,9,9
5978,1964.0,7.0,Many,116.0,1,1,8,1,9
5979,1956.0,6.2,Several,98.0,1,7,8,1,9
5980,1996.0,5.9,Many,95.0,1,0,8,1,9
5981,2002.0,6.5,None,103.0,4,2,6,6,10
5983,1999.0,5.9,None,113.0,0,6,8,1,9
5984,1986.0,5.9,Several,101.0,1,4,8,1,9
5985,1992.0,5.5,Several,88.0,1,4,7,1,9
5986,1969.0,6.6,Few,88.0,1,7,8,1,9
5987,1970.0,7.6,Many,100.0,1,1,8,1,9
5988,2003.0,6.9,Few,100.0,1,6,8,1,9
5989,2002.0,5.4,Many,118.0,1,0,8,1,9
5990,2002.0,6.2,Several,90.0,1,4,7,1,9
5991,1989.0,4.8,Few,89.0,1,8,5,1,9
5992,2002.0,7.4,Many,104.0,1,0,8,1,9
5993,2002.0,5.8,Few,105.0,1,4,8,1,9
5994,1994.0,7.2,Several,122.0,1,0,3,0,9
5995,1988.0,7.3,Many,376.0,4,2,8,1,10
5996,2003.0,6.4,Many,136.0,1,4,8,1,9
5997,2000.0,6.6,Several,100.0,1,7,8,1,9
5998,2000.0,4.9,Many,49.0,1,0,8,1,9
5999,2002.0,6.0,Few,96.0,1,7,8,1,9
6001,2004.0,6.2,None,111.0,1,6,8,1,9
6002,2004.0,7.0,Few,99.0,3,6,8,1,9
6003,1969.0,7.1,Several,84.0,1,4,7,1,9
6004,1992.0,4.6,Several,98.0,7,8,8,1,9
6005,2003.0,7.5,Many,103.0,1,4,9,9,9
6006,1992.0,3.4,Several,90.0,1,4,8,1,9
6007,1999.0,6.8,Few,75.0,1,1,1,1,9
6008,1965.0,7.3,Many,91.0,1,7,8,1,9
6009,1997.0,6.6,None,92.0,1,6,8,1,9
6010,2004.0,7.1,None,91.0,3,6,8,1,9
6011,1999.0,8.8,Few,100.0,7,9,8,1,9
6012,1995.0,7.1,Many,113.0,1,2,8,1,9
6013,1971.0,7.3,Several,140.0,1,7,2,2,9
6014,2005.0,8.0,None,128.0,1,2,8,1,9
6016,1999.0,7.9,Many,97.0,1,2,8,1,9
6017,1997.0,7.7,Many,101.0,1,3,8,1,9
6018,1972.0,6.0,Several,30.0,1,8,5,5,9
6019,1998.0,6.7,Many,120.0,1,4,8,1,9
6020,1970.0,5.3,Few,113.0,1,4,9,1,9
6021,2003.0,6.6,Few,150.0,1,4,8,1,9
6022,1970.0,7.1,Many,90.0,1,1,7,1,9
6024,2002.0,6.2,Many,110.0,1,0,8,1,9
6025,2001.0,6.1,Several,85.0,1,4,9,9,9
6026,2004.0,5.3,Few,90.0,1,10,3,0,9
6027,1999.0,7.7,Many,23.0,1,2,8,1,9
6028,2003.0,7.4,Many,29.0,1,7,9,9,9
6029,2000.0,6.4,Few,97.0,1,3,7,1,9
6030,2001.0,6.5,Many,124.0,1,0,4,4,9
6031,2004.0,7.4,None,102.0,3,7,7,1,9
6033,1991.0,7.2,Few,85.0,1,4,9,8,9
6034,1993.0,6.8,Many,97.0,1,7,8,1,9
6035,1996.0,5.5,None,91.0,1,0,3,7,9
6036,2003.0,2.4,Few,90.0,1,8,8,1,9
6038,1965.0,8.3,Many,86.0,1,7,9,9,9
6039,2003.0,7.1,Many,91.0,1,6,7,1,9
6040,1971.0,7.9,Many,80.0,1,4,8,1,9
6041,1996.0,6.7,Many,114.0,4,4,8,1,10
6042,1979.0,7.1,Many,105.0,1,1,8,1,9
6043,2000.0,4.0,Several,93.0,1,8,8,1,9
6044,2002.0,4.4,Few,82.0,1,0,4,4,9
6045,2002.0,5.9,Many,113.0,1,4,8,1,9
6046,1965.0,6.3,Few,105.0,1,4,8,1,9
6047,2005.0,6.7,Several,123.0,4,0,8,1,10
6048,2004.0,8.2,None,1620.0,7,6,8,1,10
6049,2002.0,6.3,None,80.0,2,2,6,6,10
6050,2001.0,8.2,None,85.0,0,6,9,1,9
6051,1973.0,6.4,Several,140.0,1,0,8,1,9
6053,1998.0,8.1,Many,121.0,1,4,8,1,9
6054,1996.0,8.0,None,106.0,3,6,8,1,9
6055,1992.0,6.9,Few,36.0,1,1,5,5,9
6056,1994.0,6.2,None,110.0,3,10,8,1,9
6057,1971.0,6.1,Several,47.0,1,2,6,6,9
6058,1981.0,7.4,Many,132.0,1,5,8,1,9
6059,2004.0,4.0,Few,101.0,7,8,8,1,9
6060,1963.0,8.0,None,98.0,4,4,8,1,10
6061,1976.0,5.5,Several,96.0,1,0,3,1,9
6062,1974.0,6.8,Many,101.0,1,5,8,1,9
6063,2005.0,8.3,None,169.0,7,6,8,1,9
6064,2001.0,7.1,Many,115.0,7,2,8,1,9
6065,1986.0,6.5,Few,112.0,3,3,8,1,9
6066,1999.0,7.0,Many,71.0,1,4,8,1,9
6067,1998.0,8.4,Few,30.0,2,6,7,1,10
6068,1989.0,7.5,Many,88.0,1,7,1,2,9
6069,2000.0,5.5,Several,87.0,1,7,8,1,9
6070,1952.0,8.0,Many,105.0,1,7,8,1,9
6071,2004.0,6.9,Several,90.0,3,3,8,1,9
6072,2004.0,5.3,Many,90.0,1,4,8,1,9
6073,1997.0,7.1,Several,118.0,1,3,7,1,9
6074,1989.0,6.6,Many,90.0,1,10,8,1,9
6075,2001.0,5.8,Few,180.0,1,5,7,1,9
6076,2000.0,8.0,Few,122.0,2,5,7,1,10
6077,1999.0,7.5,Several,105.0,1,7,2,9,9
6078,1985.0,6.0,Many,131.0,1,4,8,1,9
6079,1993.0,5.1,Many,93.0,1,4,8,1,9
6080,1991.0,6.8,Many,90.0,1,3,8,1,9
6081,1977.0,4.4,None,100.0,1,4,8,1,9
6082,2000.0,8.0,Several,72.0,0,5,7,1,9
6083,1989.0,7.0,Many,101.0,1,10,6,6,9
6084,2005.0,6.2,None,106.0,7,0,8,1,5
6085,2004.0,6.1,Several,95.0,1,2,6,1,9
6086,1998.0,6.1,Many,93.0,1,4,8,1,9
6087,2001.0,5.3,Few,102.0,1,10,8,1,9
6088,1989.0,6.2,Many,170.0,1,0,8,1,9
6089,1986.0,7.4,Many,90.0,1,1,7,1,9
6090,1989.0,7.5,Many,126.0,1,7,8,1,9
6091,2001.0,6.6,Few,73.0,3,7,8,1,9
6092,1974.0,7.4,Several,91.0,1,1,8,1,9
6093,2004.0,8.2,Many,88.0,1,3,9,3,9
6094,2000.0,6.3,Several,120.0,1,4,8,1,9
6095,1999.0,4.2,Few,96.0,1,0,8,1,9
6096,2005.0,7.9,None,107.0,1,6,2,9,9
6097,1987.0,7.0,Few,142.0,2,7,8,1,10
6098,1999.0,8.0,None,100.0,1,9,8,1,9
6099,2003.0,5.3,Several,118.0,1,0,4,4,9
6100,1990.0,8.2,Many,52.0,1,6,8,1,9
6101,1995.0,6.1,Few,93.0,1,4,3,0,9
6102,2002.0,8.6,None,109.0,1,6,8,1,9
6104,1963.0,7.4,Many,108.0,1,4,8,1,9
6105,1999.0,5.5,None,117.0,1,10,9,9,9
6106,1918.0,7.7,None,93.0,1,4,7,9,10
6107,1962.0,7.2,Several,160.0,1,7,8,1,9
6108,1952.0,6.9,Several,110.0,1,4,8,1,9
6109,2001.0,4.7,Few,128.0,1,1,8,1,9
6110,1999.0,8.7,Many,100.0,1,0,8,1,9
6111,2003.0,6.5,Few,157.0,1,0,3,0,9
6112,2003.0,6.6,None,84.0,7,10,8,1,10
6113,1999.0,8.5,None,85.0,7,6,7,1,9
6114,1997.0,4.3,None,126.0,1,1,7,1,9
6115,2002.0,7.1,Many,90.0,1,7,8,1,9
6116,1986.0,6.1,Few,200.0,3,7,8,1,9
6117,1970.0,6.8,Few,111.0,1,6,8,1,9
6118,1967.0,7.8,Many,130.0,1,4,8,1,9
6119,1981.0,7.2,None,90.0,7,10,9,1,9
6120,1948.0,8.1,Many,103.0,1,7,7,1,9
6121,1996.0,6.8,Few,104.0,1,0,3,0,9
6122,1993.0,8.1,Few,100.0,0,4,8,1,9
6123,2002.0,7.6,Few,86.0,1,6,7,1,9
6124,1987.0,8.6,Many,240.0,4,0,8,1,10
6125,2000.0,6.1,Few,80.0,1,4,8,1,9
6126,1988.0,6.2,Several,105.0,1,0,8,1,9
6127,2004.0,4.7,Few,90.0,7,5,1,1,9
6128,1959.0,7.4,Many,108.0,1,4,8,1,9
6129,2000.0,6.1,Few,81.0,1,4,2,2,9
6130,1957.0,8.0,Many,107.0,1,7,8,1,9
6131,1950.0,6.6,Few,97.0,1,4,8,1,9
6132,1998.0,7.5,Several,89.0,1,1,6,6,6
6133,2002.0,5.4,Many,120.0,1,8,8,1,9
6135,1999.0,6.6,Many,99.0,1,0,8,1,9
